,condition,bin,type,subject,itemnum,cloze,constraint,contrast_unexpected,accuracy,w1,w2,region,amplitude
17337,HC.AN.VB,6,0,28,84,0,1,0,1,揭开,明月,parietal,-8.978346666666665
17338,LC.AN.CL,2,1,28,103,0,0,0,1,一项,饭,parietal,9.016736
17339,HC.UNEXP.VB,9,0,28,114,1,1,-1,1,震撼,听众,parietal,-3.199778333333333
17340,LC.UNEXP.VB,10,0,28,683,1,0,-2,1,担任,经理,parietal,5.098782666666667
17341,LC.UNEXP.CL,5,1,28,272,1,0,-2,1,一部,手机,parietal,-0.033870733333333236
17342,HC.EXP.CL,3,1,28,406,2,1,0,1,一员,大将,parietal,-1.8439006666666664
17343,LC.AN.CL,2,1,28,346,0,0,0,1,一组,武艺,parietal,1.3755792666666669
17344,LC.AN.VB,7,0,28,102,0,0,0,1,迫于,米,parietal,0.12241876666666657
17345,HC.UNEXP.VB,9,0,28,336,1,1,-1,1,提出,制度,parietal,-1.3330087
17346,LC.UNEXP.CL,5,1,28,239,1,0,-2,0,一岁,庄稼,parietal,-8.004212333333333
17347,HC.EXP.VB,8,0,28,86,2,1,0,1,名列,前茅,parietal,-3.092151633333333
17348,HC.UNEXP.VB,9,0,28,88,1,1,-1,1,报道,案件,parietal,2.5156943333333337
17349,LC.AN.VB,7,0,28,71,0,0,0,1,送到,鸡,parietal,0.5553236333333333
17350,HC.EXP.VB,8,0,28,271,2,1,0,1,赚,钱,parietal,-7.028483333333333
17351,LC.UNEXP.CL,5,1,28,219,1,0,-2,1,一锅,肉,parietal,2.8488513333333336
17352,HC.AN.CL,1,1,28,112,0,1,0,1,一列,杯子,parietal,-4.783542
17353,HC.AN.VB,6,0,28,286,0,1,0,1,侮辱,子弹,parietal,-1.3658965333333333
17354,HC.AN.CL,1,1,28,724,0,1,0,1,一回合,政府,parietal,-0.23779830000000002
17355,HC.UNEXP.VB,9,0,28,360,1,1,-1,1,推动,研究,parietal,-1.2714309000000001
17356,LC.AN.CL,2,1,28,351,0,0,0,1,一处,饭,parietal,-7.333674666666667
17357,HC.UNEXP.VB,9,0,28,747,1,1,-1,1,使用,日语,parietal,-3.945221233333333
17358,HC.UNEXP.CL,4,1,28,353,1,1,-1,1,一顿,责骂,parietal,-7.636023999999999
17359,LC.UNEXP.VB,10,0,28,347,1,0,-2,1,安排,住宿,parietal,-2.7313093333333334
17360,HC.AN.VB,6,0,28,733,0,1,0,1,穿越,金莲,parietal,-10.055835
17361,HC.EXP.CL,3,1,28,80,2,1,0,1,一台,电脑,parietal,4.481308666666667
17362,HC.EXP.VB,8,0,28,624,2,1,0,1,侵吞,财产,parietal,-3.6430226
17363,LC.UNEXP.CL,5,1,28,334,1,0,-2,1,一池,水草,parietal,-1.7530480000000004
17364,HC.AN.VB,6,0,28,294,0,1,0,1,前往,春水,parietal,-2.7233481566666664
17365,HC.UNEXP.VB,9,0,28,616,1,1,-1,1,买,药,parietal,5.2540206666666665
17366,HC.AN.CL,1,1,28,528,0,1,0,1,一起,山,parietal,-3.8022313333333337
17367,LC.AN.VB,7,0,28,535,0,0,0,1,收拾,生日,parietal,3.4093889999999996
17368,HC.EXP.VB,8,0,28,288,2,1,0,1,搬起,石头,parietal,2.378632383333333
17369,HC.UNEXP.CL,4,1,28,73,1,1,-1,0,一桶,米,parietal,-2.993141333333334
17370,HC.UNEXP.CL,4,1,28,70,1,1,-1,1,一帮,员工,parietal,-4.207260333333333
17371,LC.AN.VB,7,0,28,216,0,0,0,1,统治,尸体,parietal,1.194603833333333
17372,LC.UNEXP.CL,5,1,28,664,1,0,-2,1,一两,油,parietal,5.656436666666667
17373,HC.EXP.VB,8,0,28,237,2,1,0,1,抓紧,时间,parietal,-2.370749433333333
17374,HC.EXP.CL,3,1,28,721,2,1,0,1,一顿,饭,parietal,0.7021637666666666
17375,LC.UNEXP.CL,5,1,28,293,1,0,-2,1,一度,角,parietal,-8.061214999999999
17376,HC.UNEXP.CL,4,1,28,725,1,1,-1,1,一节,车厢,parietal,-2.60680553
17377,HC.EXP.VB,8,0,28,621,2,1,0,1,收受,贿赂,parietal,0.8231342000000001
17378,HC.EXP.CL,3,1,28,408,2,1,0,1,一寸,光阴,parietal,-3.2232659666666663
17379,HC.UNEXP.CL,4,1,28,411,1,1,-1,1,一餐,水果,parietal,-3.8077710000000002
17380,HC.AN.VB,6,0,28,609,0,1,0,1,伸出,春水,parietal,2.0988390000000003
17381,HC.EXP.CL,3,1,28,402,2,1,0,1,一类,人,parietal,-4.2456059999999995
17382,HC.AN.VB,6,0,28,120,0,1,0,1,发来,杯子,parietal,2.5091123666666664
17383,LC.UNEXP.CL,5,1,28,119,1,0,-2,1,一口,奶,parietal,-7.626686666666667
17384,HC.UNEXP.VB,9,0,28,284,1,1,-1,1,没收,珠宝,parietal,10.348268
17385,HC.AN.CL,1,1,28,395,0,1,0,1,一面,错误,parietal,-7.595252333333334
17386,HC.AN.CL,1,1,28,354,0,1,0,1,一轮,桌子,parietal,-4.211712666666666
17387,LC.AN.VB,7,0,28,742,0,0,0,1,实行,飞机,parietal,-4.590771033333334
17388,HC.UNEXP.VB,9,0,28,518,1,1,-1,1,触犯,原则,parietal,-8.413282
17389,HC.UNEXP.CL,4,1,28,287,1,1,-1,0,一员,队员,parietal,-0.7330260000000001
17390,HC.EXP.CL,3,1,28,740,2,1,0,1,一层,楼,parietal,2.922945966666667
17391,HC.EXP.CL,3,1,28,72,2,1,0,1,一支,笔,parietal,-3.3342435
17392,HC.AN.CL,1,1,28,96,0,1,0,1,一江,电影,parietal,1.1474809999999998
17393,HC.UNEXP.CL,4,1,28,530,1,1,-1,1,一类,问题,parietal,-6.11214
17394,LC.AN.VB,7,0,28,109,0,0,0,1,突出,线,parietal,-2.5063180333333333
17395,LC.UNEXP.VB,10,0,28,92,1,0,-2,1,保有,价值,parietal,1.3658950399999998
17396,LC.AN.CL,2,1,28,604,0,0,0,1,一波波,公司,parietal,-3.187190166666667
17397,HC.EXP.VB,8,0,28,87,2,1,0,1,振奋,人心,parietal,-9.530475333333333
17398,LC.AN.VB,7,0,28,222,0,0,0,1,总结,水果,parietal,3.331312766666666
17399,LC.UNEXP.CL,5,1,28,661,1,0,-2,1,一大群,蚂蚁,parietal,-3.0607154333333333
17400,HC.EXP.CL,3,1,28,398,2,1,0,1,一栋,楼,parietal,-0.4424052000000002
17401,HC.UNEXP.CL,4,1,28,230,1,1,-1,1,一所,监狱,parietal,-5.248595000000001
17402,LC.UNEXP.CL,5,1,28,93,1,0,-2,0,一叶,窗,parietal,-7.288747000000001
17403,HC.EXP.CL,3,1,28,228,2,1,0,1,一餐,饭,parietal,3.067035133333333
17404,LC.AN.CL,2,1,28,727,0,0,0,1,一团,水,parietal,-5.935719333333334
17405,LC.UNEXP.VB,10,0,28,82,1,0,-2,1,考察,环境,parietal,8.540191333333333
17406,HC.EXP.VB,8,0,28,61,2,1,0,1,扮演,角色,parietal,-0.8586587
17407,LC.UNEXP.CL,5,1,28,605,1,0,-2,1,一大群,狗,parietal,-3.1097507333333336
17408,LC.AN.CL,2,1,28,665,0,0,0,1,一罐,飞机,parietal,2.972456766666667
17409,HC.EXP.VB,8,0,28,78,2,1,0,1,赚到,钱,parietal,-4.0495486666666665
17410,HC.UNEXP.CL,4,1,28,339,1,1,-1,1,一层,浪,parietal,-2.352663433333333
17411,HC.EXP.CL,3,1,28,108,2,1,0,1,一伙,人,parietal,-5.658783
17412,HC.UNEXP.CL,4,1,28,513,1,1,-1,0,一分,辛苦,parietal,0.6560776666666667
17413,LC.AN.VB,7,0,28,684,0,0,0,1,举行,棋,parietal,-3.6089325666666667
17414,LC.AN.VB,7,0,28,352,0,0,0,1,送往,饭,parietal,1.0898167666666667
17415,HC.EXP.CL,3,1,28,602,2,1,0,1,一帮,人,parietal,5.402221999999999
17416,HC.EXP.VB,8,0,28,77,2,1,0,1,开展,活动,parietal,12.669209333333333
17417,HC.EXP.CL,3,1,28,296,2,1,0,1,一分,钱,parietal,4.4353878
17418,HC.EXP.CL,3,1,28,690,2,1,0,1,一枝,花,parietal,6.784171
17419,HC.AN.VB,6,0,28,527,0,1,0,1,确定,大海,parietal,-11.126585333333333
17420,LC.AN.VB,7,0,28,280,0,0,0,0,拉开,狗,parietal,-15.69939
17421,LC.AN.VB,7,0,28,79,0,0,0,1,遍布,牛,parietal,-4.779067
17422,HC.EXP.VB,8,0,28,277,2,1,0,1,弹劾,总统,parietal,-3.529580133333333
17423,HC.EXP.CL,3,1,28,278,2,1,0,1,一桌,菜,parietal,-20.094593333333332
17424,LC.AN.VB,7,0,28,670,0,0,0,1,发展,楼房,parietal,21.161456666666666
17425,HC.EXP.VB,8,0,28,519,2,1,0,1,负有,责任,parietal,12.982491999999999
17426,HC.EXP.VB,8,0,28,66,2,1,0,1,贴近,生活,parietal,7.3201350000000005
17427,HC.AN.VB,6,0,28,612,0,1,0,1,发表,政府,parietal,-1.9368716666666668
17428,HC.AN.VB,6,0,28,671,0,1,0,0,回馈,照片,parietal,-5.566738000000001
17429,HC.UNEXP.VB,9,0,28,357,1,1,-1,1,载,猪,parietal,-2.1128331533333333
17430,LC.UNEXP.VB,10,0,28,335,1,0,-2,1,变为,动物,parietal,-8.645497333333333
17431,HC.AN.VB,6,0,28,606,0,1,0,1,讨论,希望,parietal,12.431877333333333
17432,HC.EXP.CL,3,1,28,525,2,1,0,1,一代代,人,parietal,-0.5437426333333334
17433,HC.UNEXP.VB,9,0,28,214,1,1,-1,1,完成,手术,parietal,-2.7764610000000007
17434,LC.AN.CL,2,1,28,723,0,0,0,0,一份,歌曲,parietal,0.4201531333333333
17435,LC.AN.VB,7,0,28,531,0,0,0,1,走向,信号,parietal,9.237006666666666
17436,LC.UNEXP.CL,5,1,28,689,1,0,-2,1,一趟,飞机,parietal,12.846273333333334
17437,HC.AN.VB,6,0,28,539,0,1,0,1,篡改,猪,parietal,6.214218333333334
17438,HC.UNEXP.VB,9,0,28,678,1,1,-1,1,封锁,地区,parietal,-0.7944026333333333
17439,LC.UNEXP.VB,10,0,28,235,1,0,-2,0,要求,成绩,parietal,-3.67826647
17440,HC.AN.CL,1,1,28,111,0,1,0,1,一幢,电脑,parietal,-1.5530313333333332
17441,LC.AN.VB,7,0,28,221,0,0,0,1,出现,经历,parietal,-9.585123000000001
17442,HC.AN.VB,6,0,28,532,0,1,0,1,收听,山,parietal,1.0893678333333334
17443,LC.AN.VB,7,0,28,400,0,0,0,1,抵御,争论,parietal,-6.4304826666666655
17444,HC.UNEXP.VB,9,0,28,523,1,1,-1,1,积累,财富,parietal,-3.764649
17445,HC.UNEXP.VB,9,0,28,95,1,1,-1,1,运送,枪支,parietal,-2.1031879
17446,LC.AN.CL,2,1,28,750,0,0,0,1,一堆,希望,parietal,-16.833653333333334
17447,HC.EXP.VB,8,0,28,68,2,1,0,1,出台,政策,parietal,-2.6199494
17448,LC.AN.VB,7,0,28,728,0,0,0,1,加快,墙,parietal,4.203458333333333
17449,HC.EXP.VB,8,0,28,83,2,1,0,1,达到,目的,parietal,2.123072
17450,HC.EXP.VB,8,0,28,349,2,1,0,1,深化,改革,parietal,-0.6982039999999999
17451,LC.AN.CL,2,1,28,526,0,0,0,1,一点儿,生日,parietal,-5.241857766666667
17452,HC.AN.CL,1,1,28,619,0,1,0,1,一里,照片,parietal,12.740879666666666
17453,LC.UNEXP.CL,5,1,28,300,1,0,-2,0,一大/JJ,水泥,parietal,-3.110638666666667
17454,LC.UNEXP.VB,10,0,28,676,1,0,-2,1,开立,公司,parietal,-0.41917533333333346
17455,HC.UNEXP.CL,4,1,28,332,1,1,-1,1,一架,马车,parietal,12.068627333333334
17456,LC.AN.CL,2,1,30,120,0,0,0,1,一条,饭,anterior,14.260510000000002
17457,LC.UNEXP.VB,10,0,30,730,1,0,-2,1,继承,房子,anterior,19.44638
17458,HC.EXP.CL,3,1,30,382,2,1,0,1,一碗,饭,anterior,10.052786333333334
17459,HC.UNEXP.VB,9,0,30,710,1,1,-1,1,篡改,答案,anterior,-4.0176115999999995
17460,HC.EXP.VB,8,0,30,440,2,1,0,1,使用,工具,anterior,-5.818305666666667
17461,LC.AN.CL,2,1,30,118,0,0,0,1,一天,措施,anterior,4.500334666666667
17462,HC.EXP.VB,8,0,30,427,2,1,0,1,完成,任务,anterior,8.678356666666668
17463,LC.UNEXP.CL,5,1,30,605,1,0,-2,0,一美元,食物,anterior,-4.499045333333334
17464,LC.UNEXP.VB,10,0,30,733,1,0,-2,1,欺负,女生,anterior,5.423644
17465,HC.UNEXP.VB,9,0,30,702,1,1,-1,1,讨论,分工,anterior,-1.2820299999999996
17466,LC.UNEXP.CL,5,1,30,630,1,0,-2,0,一丝,线,anterior,-14.853396666666667
17467,LC.AN.CL,2,1,30,112,0,0,0,1,一岁,黄金,anterior,-3.9560809333333338
17468,HC.AN.CL,1,1,30,7,0,1,0,1,一匹,米,anterior,0.7279903333333332
17469,HC.UNEXP.CL,4,1,30,567,1,1,-1,1,一帖,对联,anterior,2.1961458333333335
17470,HC.UNEXP.VB,9,0,30,691,1,1,-1,1,发来,短信,anterior,-5.000147666666667
17471,HC.EXP.CL,3,1,30,387,2,1,0,1,一帖,字,anterior,25.157390000000003
17472,LC.UNEXP.VB,10,0,30,735,1,0,-2,1,汲取,营养,anterior,7.10086
17473,HC.UNEXP.VB,9,0,30,692,1,1,-1,0,扩大,调查,anterior,3.7758728666666665
17474,HC.EXP.VB,8,0,30,424,2,1,0,1,震撼,人心,anterior,-4.875495666666667
17475,LC.UNEXP.CL,5,1,30,627,1,0,-2,0,一波,潮流,anterior,1.4108016666666672
17476,HC.AN.VB,6,0,30,158,0,1,0,1,奠定,水果,anterior,-29.72032333333333
17477,HC.AN.CL,1,1,30,29,0,1,0,1,一篇,线,anterior,14.098663333333333
17478,LC.UNEXP.CL,5,1,30,618,1,0,-2,0,一平米,别墅,anterior,-8.266626333333333
17479,HC.UNEXP.VB,9,0,30,695,1,1,-1,1,回馈,顾客,anterior,8.924349533333334
17480,HC.AN.CL,1,1,30,15,0,1,0,1,一艘,猪,anterior,23.73974
17481,HC.AN.CL,1,1,30,22,0,1,0,1,一本,黄金,anterior,7.391651666666667
17482,LC.AN.CL,2,1,30,107,0,0,0,1,一则,狗,anterior,-1.693112
17483,HC.AN.VB,6,0,30,180,0,1,0,1,达到,饭,anterior,-4.918965
17484,LC.AN.VB,7,0,30,288,0,0,0,1,安排,武艺,anterior,-2.0448006666666667
17485,HC.EXP.VB,8,0,30,444,2,1,0,1,提出,问题,anterior,-10.744483666666667
17486,LC.AN.CL,2,1,30,114,0,0,0,1,一片,电话,anterior,-12.532540666666664
17487,HC.AN.VB,6,0,30,162,0,1,0,1,振奋,水流,anterior,7.729576000000001
17488,HC.UNEXP.CL,4,1,30,554,1,1,-1,1,一回合,战斗,anterior,-0.5321986666666664
17489,LC.AN.CL,2,1,30,96,0,0,0,1,一部,猪,anterior,-5.059047333333333
17490,HC.UNEXP.CL,4,1,30,566,1,1,-1,0,一起,安检,anterior,-13.296929666666665
17491,LC.UNEXP.VB,10,0,30,728,1,0,-2,1,总结,文章,anterior,-6.246903333333333
17492,HC.UNEXP.CL,4,1,30,569,1,1,-1,1,一缕,丝,anterior,9.841515666666666
17493,LC.AN.VB,7,0,30,285,0,0,0,1,考察,钱,anterior,-12.148512333333334
17494,LC.AN.CL,2,1,30,109,0,0,0,1,一班,鸡,anterior,-10.885515666666665
17495,LC.UNEXP.CL,5,1,30,616,1,0,-2,1,一身,珠宝,anterior,-0.2471943
17496,LC.UNEXP.CL,5,1,30,613,1,0,-2,1,一组,新闻,anterior,-6.5665828333333325
17497,HC.AN.CL,1,1,30,4,0,1,0,1,一棵,土地,anterior,10.148852
17498,HC.AN.CL,1,1,30,1,0,1,0,1,一堵,米,anterior,4.044746666666667
17499,LC.UNEXP.CL,5,1,30,615,1,0,-2,1,一罐,米,anterior,15.343929000000001
17500,HC.AN.CL,1,1,30,18,0,1,0,1,一朵,棋,anterior,-7.781764400000001
17501,HC.UNEXP.VB,9,0,30,706,1,1,-1,1,占用,教室,anterior,0.5712710000000002
17502,HC.EXP.CL,3,1,30,374,2,1,0,1,一回合,比赛,anterior,8.761094
17503,HC.UNEXP.VB,9,0,30,693,1,1,-1,1,穿越,火线,anterior,-1.6170069999999999
17504,LC.AN.VB,7,0,30,292,0,0,0,1,越过,运动,anterior,-4.205064666666666
17505,LC.UNEXP.CL,5,1,30,629,1,0,-2,1,一波波,浪,anterior,3.0525149999999996
17506,HC.EXP.VB,8,0,30,437,2,1,0,1,促进,发展,anterior,18.190683333333332
17507,LC.UNEXP.CL,5,1,30,601,1,0,-2,1,一根,筷子,anterior,10.883853
17508,HC.UNEXP.VB,9,0,30,712,1,1,-1,1,揭开,锅,anterior,5.614441333333333
17509,HC.AN.CL,1,1,30,14,0,1,0,1,一大笔,牛,anterior,8.20487
17510,HC.UNEXP.VB,9,0,30,719,1,1,-1,1,补贴,老师,anterior,-1.9440746666666673
17511,LC.UNEXP.VB,10,0,30,750,1,0,-2,1,送往,灾区,anterior,19.423456666666667
17512,LC.UNEXP.VB,10,0,30,724,1,0,-2,1,发布,命令,anterior,8.808237333333333
17513,HC.AN.VB,6,0,30,178,0,1,0,1,筹措,鱼,anterior,-14.70123
17514,LC.AN.CL,2,1,30,94,0,0,0,1,一批,墙,anterior,-6.9057165
17515,LC.UNEXP.VB,10,0,30,740,1,0,-2,1,牺牲,人民,anterior,11.397644666666666
17516,HC.AN.VB,6,0,30,157,0,1,0,1,扮演,土地,anterior,-3.074025333333333
17517,LC.AN.VB,7,0,30,277,0,0,0,1,提高,歌曲,anterior,4.7944336666666665
17518,LC.AN.VB,7,0,30,291,0,0,0,0,持有,鞋子,anterior,4.60403
17519,HC.UNEXP.VB,9,0,30,697,1,1,-1,1,伸出,头,anterior,-1.2440636666666667
17520,HC.UNEXP.CL,4,1,30,556,1,1,-1,1,一座,城堡,anterior,-0.7556443333333336
17521,HC.UNEXP.CL,4,1,30,570,1,1,-1,1,一肚子,酒,anterior,8.197750999999998
17522,HC.EXP.CL,3,1,30,388,2,1,0,1,一幕幕,戏,anterior,-2.9681199999999994
17523,LC.UNEXP.VB,10,0,30,722,1,0,-2,1,解释,错误,anterior,1.8789810000000002
17524,HC.EXP.CL,3,1,30,370,2,1,0,1,一江,春水,anterior,-2.7661243
17525,HC.AN.VB,6,0,30,179,0,1,0,1,侵吞,线,anterior,-18.01482
17526,LC.AN.CL,2,1,30,110,0,0,0,1,一班,扣子,anterior,-1.5551098333333329
17527,HC.UNEXP.CL,4,1,30,555,1,1,-1,1,一盘,土豆,anterior,6.527864
17528,HC.AN.CL,1,1,30,11,0,1,0,1,一封,酒店,anterior,-2.6033053
17529,LC.UNEXP.VB,10,0,30,748,1,0,-2,0,送到,城市,anterior,-11.501485333333333
17530,HC.EXP.CL,3,1,30,377,2,1,0,1,一尊,佛像,anterior,-8.251248899999998
17531,LC.AN.VB,7,0,30,290,0,0,0,1,开立,饭,anterior,-6.047393666666667
17532,HC.AN.VB,6,0,30,151,0,1,0,1,激化,米,anterior,-15.723423333333335
17533,HC.AN.VB,6,0,30,173,0,1,0,1,开展,墙,anterior,12.952532
17534,HC.EXP.CL,3,1,30,369,2,1,0,1,一壶,酒,anterior,10.056559
17535,HC.AN.VB,6,0,30,175,0,1,0,1,弹劾,帽子,anterior,-12.60687
17536,LC.AN.VB,7,0,30,272,0,0,0,1,罢免,航母,anterior,-3.832003666666667
17537,HC.UNEXP.VB,9,0,30,709,1,1,-1,1,服,药,anterior,-0.799377066666667
17538,LC.UNEXP.VB,10,0,30,743,1,0,-2,1,加快,改造,anterior,-1.1257723333333332
17539,LC.AN.CL,2,1,30,93,0,0,0,1,一批,云朵,anterior,14.787490666666665
17540,HC.AN.VB,6,0,30,172,0,1,0,0,负有,黄金,anterior,-0.1390452333333334
17541,HC.EXP.VB,8,0,30,445,2,1,0,1,犯下,错误,anterior,4.33495
17542,LC.AN.CL,2,1,30,98,0,0,0,1,一大群,水果,anterior,9.589431666666668
17543,LC.UNEXP.CL,5,1,30,628,1,0,-2,1,一点儿,肉,anterior,14.938342333333333
17544,LC.AN.VB,7,0,30,295,0,0,0,0,具有,水,anterior,-4.048687999999999
17545,LC.AN.VB,7,0,30,271,0,0,0,1,严守,香烟,anterior,-6.571752666666668
17546,LC.UNEXP.VB,10,0,30,749,1,0,-2,1,突出,特征,anterior,3.9426086999999987
17547,LC.AN.VB,7,0,30,274,0,0,0,1,安置,小说,anterior,-20.884949333333335
17548,LC.AN.CL,2,1,30,115,0,0,0,1,一门,帽子,anterior,13.76826
17549,LC.UNEXP.CL,5,1,30,602,1,0,-2,1,一次,经历,anterior,-5.651181000000001
17550,HC.AN.VB,6,0,30,156,0,1,0,1,征求,乐曲,anterior,-5.791681666666666
17551,LC.UNEXP.CL,5,1,30,624,1,0,-2,1,一系列,电影,anterior,5.917213666666666
17552,LC.AN.CL,2,1,30,95,0,0,0,1,一道,生日,anterior,-14.203643333333332
17553,LC.UNEXP.VB,10,0,30,746,1,0,-2,0,统治,领域,anterior,12.041823333333333
17554,HC.EXP.VB,8,0,30,432,2,1,0,1,夺得,冠军,anterior,-7.1084776666666665
17555,HC.EXP.VB,8,0,30,430,2,1,0,1,封锁,消息,anterior,-21.420851000000003
17556,HC.EXP.CL,3,1,30,368,2,1,0,1,一丛丛,花,anterior,12.706737666666667
17557,HC.UNEXP.CL,4,1,30,557,1,1,-1,0,一尊,鼎,anterior,4.944356
17558,HC.AN.CL,1,1,30,13,0,1,0,1,一句,卧室,anterior,-0.6606503333333338
17559,HC.AN.CL,1,1,30,6,0,1,0,1,一具,乐曲,anterior,15.747616666666666
17560,LC.UNEXP.CL,5,1,30,610,1,0,-2,1,一块,布,anterior,-2.362741666666667
17561,HC.UNEXP.VB,9,0,30,705,1,1,-1,0,拉动,发展,anterior,-4.7901098666666675
17562,HC.UNEXP.VB,9,0,30,718,1,1,-1,1,前往,实验室,anterior,9.170288333333332
17563,LC.AN.CL,2,1,30,97,0,0,0,1,一大群,米,anterior,-3.778293666666667
17564,LC.AN.VB,7,0,30,286,0,0,0,1,发生,土地,anterior,-0.484258333333333
17565,LC.AN.CL,2,1,30,92,0,0,0,1,一趟,电话,anterior,5.203228
17566,HC.UNEXP.VB,9,0,30,707,1,1,-1,1,健全,法治,anterior,24.243002
17567,HC.UNEXP.CL,4,1,30,541,1,1,-1,0,一列,学生,anterior,3.3551596666666668
17568,HC.EXP.CL,3,1,30,366,2,1,0,1,一幢,楼,anterior,13.773847333333334
17569,HC.UNEXP.CL,4,1,30,546,1,1,-1,0,一幢,城堡,anterior,7.293905333333334
17570,LC.AN.VB,7,0,30,298,0,0,0,1,要求,失败,anterior,7.237128000000001
17571,LC.AN.VB,7,0,30,289,0,0,0,1,接受,子弹,anterior,5.752695633333333
17572,HC.EXP.VB,8,0,30,449,2,1,0,1,载,人,anterior,-9.283907666666666
17573,HC.AN.VB,6,0,30,169,0,1,0,0,讨回,鸡,anterior,4.010949666666666
17574,HC.EXP.CL,3,1,30,381,2,1,0,1,一对,情侣,anterior,-1.2076737333333334
17575,HC.UNEXP.VB,9,0,30,713,1,1,-1,0,扭转,时间,anterior,1.5985506666666662
17576,HC.AN.VB,6,0,30,160,0,1,0,1,歪曲,飞机,anterior,0.018339333333333336
17577,HC.EXP.CL,3,1,30,379,2,1,0,1,一记,耳光,anterior,-2.3706639333333333
17578,HC.UNEXP.CL,4,1,30,544,1,1,-1,1,一轮,面试,anterior,-2.9088206666666667
17579,HC.UNEXP.CL,4,1,30,559,1,1,-1,0,一记,警告,anterior,17.851456666666664
17580,LC.AN.CL,2,1,30,119,0,0,0,1,一把,航母,anterior,13.338907666666666
17581,HC.UNEXP.CL,4,1,30,564,1,1,-1,0,一通,电报,anterior,-2.1308512800000003
17582,HC.UNEXP.CL,4,1,30,551,1,1,-1,1,一届,晚会,anterior,12.784898
17583,LC.UNEXP.VB,10,0,30,739,1,0,-2,1,提供,教育,anterior,10.787558666666667
17584,LC.AN.VB,7,0,30,276,0,0,0,1,担任,黄金,anterior,4.771385666666666
17585,HC.AN.CL,1,1,30,17,0,1,0,1,一粒,狗,anterior,11.023243666666668
17586,LC.UNEXP.VB,10,0,30,741,1,0,-2,1,设立,学校,anterior,0.11609233333333331
17587,HC.UNEXP.CL,4,1,30,565,1,1,-1,1,一套,家具,anterior,1.7407476666666668
17588,HC.AN.CL,1,1,30,9,0,1,0,1,一斗,楼房,anterior,-5.3453867
17589,HC.UNEXP.CL,4,1,30,543,1,1,-1,0,一缸,荷花,anterior,-5.680786333333333
17590,HC.EXP.CL,3,1,30,372,2,1,0,1,一群,人,anterior,1.7687130999999994
17591,HC.UNEXP.VB,9,0,30,701,1,1,-1,1,兴建,景点,anterior,8.066558666666667
17592,LC.UNEXP.CL,5,1,30,604,1,0,-2,1,一米,线,anterior,11.617877
17593,HC.EXP.VB,8,0,30,450,2,1,0,1,造福,人类,anterior,3.270780333333333
17594,HC.UNEXP.VB,9,0,30,698,1,1,-1,1,侮辱,烈士,anterior,-4.660042746666667
17595,LC.AN.VB,7,0,30,287,0,0,0,1,降低,饭,anterior,-16.168963666666667
17596,HC.EXP.VB,8,0,30,425,2,1,0,1,判处,死刑,anterior,19.962746666666668
17597,LC.AN.VB,7,0,30,273,0,0,0,1,告诉,菜,anterior,7.492458200000001
17598,HC.AN.CL,1,1,30,28,0,1,0,1,一亩,云朵,anterior,0.8759360000000002
17599,LC.AN.VB,7,0,30,282,0,0,0,1,踏进,希望,anterior,2.1517018333333335
17600,LC.UNEXP.CL,5,1,30,621,1,0,-2,1,一堆,苹果,anterior,-11.301505333333331
17601,LC.UNEXP.VB,10,0,30,742,1,0,-2,1,侵害,法律,anterior,-18.307678
17602,HC.UNEXP.CL,4,1,30,553,1,1,-1,1,一公顷,沙漠,anterior,2.1930606666666668
17603,LC.AN.CL,2,1,30,91,0,0,0,1,一池,争论,anterior,-10.964185666666665
17604,HC.EXP.VB,8,0,30,436,2,1,0,1,买,东西,anterior,-2.8752229999999996
17605,HC.EXP.CL,3,1,30,389,2,1,0,1,一缕,青烟,anterior,-1.1185920333333335
17606,LC.AN.CL,2,1,30,104,0,0,0,1,一叶,牛,anterior,8.348504166666666
17607,HC.EXP.CL,3,1,30,380,2,1,0,1,一副,眼镜,anterior,-7.967799666666668
17608,LC.AN.VB,7,0,30,283,0,0,0,1,交给,飞机,anterior,11.118693
17609,LC.UNEXP.CL,5,1,30,606,1,0,-2,1,一项,计划,anterior,-4.929104333333333
17610,HC.AN.CL,1,1,30,10,0,1,0,1,一顶,飞机,anterior,-7.636976333333334
17611,LC.UNEXP.CL,5,1,30,612,1,0,-2,1,一组,学生,anterior,1.899692
17612,HC.AN.CL,1,1,30,30,0,1,0,1,一档,饭,anterior,9.510881333333332
17613,LC.UNEXP.CL,5,1,30,603,1,0,-2,1,一笔,生意,anterior,7.782964
17614,LC.UNEXP.VB,10,0,30,732,1,0,-2,1,出现,变化,anterior,0.8872504333333332
17615,HC.EXP.CL,3,1,30,376,2,1,0,1,一座,山,anterior,-7.157912533333334
17616,HC.AN.CL,1,1,30,19,0,1,0,1,一张,鸡,anterior,3.3976286666666664
17617,HC.EXP.CL,3,1,30,384,2,1,0,0,一通,电话,anterior,-1.0988829999999996
17618,HC.EXP.CL,3,1,30,361,2,1,0,1,一列,火车,anterior,-16.113129333333333
17619,LC.AN.CL,2,1,30,102,0,0,0,1,一大批,经历,anterior,17.280443333333334
17620,LC.AN.VB,7,0,30,300,0,0,0,1,保持,火车,anterior,-6.003433833333333
17621,HC.UNEXP.VB,9,0,30,717,1,1,-1,1,确定,身份,anterior,-0.3284866666666672
